Caste,Marks,Selection Percentage,Chance,School Type,Total Marks,Gender,Selection Chance,Result
BCB,487.0,58.88,Less Chance,Private,487.0,Male,Less Chance,Not Selected
BCA,492.0,59.38,Less Chance,Private,492.0,Male,Less Chance,Not Selected
BCB,433.0,52.83,Less Chance,Government,437.0,Male,Less Chance,Not Selected
BCB,528.0,63.83,Moderate Chance,Private,528.0,Male,Less Chance,Not Selected
BCA,567.0,68.91,Moderate Chance,Government,571.0,Male,Moderate Chance,Not Selected
BCA,517.0,62.88,Moderate Chance,Government,521.0,Male,Less Chance,Not Selected
BCB,510.0,62.14,Moderate Chance,Government,514.0,Male,Less Chance,Not Selected
EWS,400.0,49.0,Less Chance,Government,406.0,Female,Less Chance,Not Selected
BCB,595.0,95.24,High Chance,Private,595.0,Male,High Chance,Selected
BCB,425.0,52.11,Less Chance,Government,431.0,Female,Less Chance,Not Selected
EWS,546.0,66.38,Moderate Chance,Government,550.0,Male,Less Chance,Not Selected
SC,429.0,53.14,Less Chance,Government,435.0,Female,Less Chance,Not Selected
EWS,503.0,61.19,Moderate Chance,Government,507.0,Male,Less Chance,Not Selected
BCB,459.0,56.22,Less Chance,Government,465.0,Female,Less Chance,Not Selected
BCB,588.0,92.38,High Chance,Government,592.0,Male,High Chance,Selected
SC,589.0,93.33,High Chance,Private,591.0,Female,High Chance,Selected
EWS,547.0,66.74,Moderate Chance,Government,553.0,Female,Less Chance,Not Selected
ST,589.0,97.5,High Chance,Government,595.0,Female,High Chance,Selected
EWS,492.0,60.1,Less Chance,Government,498.0,Female,Less Chance,Not Selected
EWS,415.0,50.81,Less Chance,Government,421.0,Female,Less Chance,Not Selected
SC,497.0,61.45,Moderate Chance,Government,503.0,Female,Less Chance,Not Selected
BCB,539.0,65.65,Moderate Chance,Government,543.0,Male,Less Chance,Not Selected
EWS,445.0,54.19,Less Chance,Government,449.0,Male,Less Chance,Not Selected
SC,479.0,59.25,Less Chance,Government,485.0,Female,Less Chance,Not Selected
EWS,416.0,50.93,Less Chance,Government,422.0,Female,Less Chance,Not Selected
EWS,568.0,69.28,Moderate Chance,Government,574.0,Female,Moderate Chance,Not Selected
BCB,574.0,80.95,Moderate Chance,Government,580.0,Female,High Chance,Selected
OC,467.0,56.22,Less Chance,Private,469.0,Female,Less Chance,Not Selected
BCE,490.0,60.03,Less Chance,Government,494.0,Male,Less Chance,Not Selected
BCB,580.0,86.67,High Chance,Government,586.0,Female,High Chance,Selected
BCB,401.0,48.48,Less Chance,Private,401.0,Male,Less Chance,Not Selected
EWS,415.0,50.81,Less Chance,Government,421.0,Female,Less Chance,Not Selected
SC,568.0,80.74,Moderate Chance,Government,574.0,Female,High Chance,Selected
BCE,448.0,55.17,Less Chance,Government,454.0,Female,Less Chance,Not Selected
EWS,507.0,61.67,Moderate Chance,Government,511.0,Male,Less Chance,Not Selected
EWS,476.0,57.69,Less Chance,Private,478.0,Female,Less Chance,Not Selected
BCB,480.0,58.03,Less Chance,Private,480.0,Male,Less Chance,Not Selected
EWS,555.0,67.47,Moderate Chance,Government,559.0,Male,Moderate Chance,Not Selected
EWS,489.0,59.74,Less Chance,Government,495.0,Female,Less Chance,Not Selected
EWS,449.0,54.91,Less Chance,Government,455.0,Female,Less Chance,Not Selected
OC,582.0,82.5,Moderate Chance,Government,586.0,Male,High Chance,Selected
EWS,508.0,61.79,Moderate Chance,Government,512.0,Male,Less Chance,Not Selected
OC,539.0,65.33,Moderate Chance,Government,545.0,Female,Less Chance,Not Selected
SC,577.0,87.41,High Chance,Government,583.0,Female,High Chance,Selected
SC,510.0,63.04,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
EWS,440.0,53.83,Less Chance,Government,446.0,Female,Less Chance,Not Selected
EWS,559.0,67.95,Moderate Chance,Government,563.0,Male,Moderate Chance,Not Selected
ST,569.0,86.5,High Chance,Government,573.0,Male,High Chance,Selected
EWS,442.0,53.83,Less Chance,Government,446.0,Male,Less Chance,Not Selected
OC,424.0,51.3,Less Chance,Government,428.0,Male,Less Chance,Not Selected
EWS,539.0,65.78,Moderate Chance,Government,545.0,Female,Less Chance,Not Selected
BCB,480.0,58.76,Less Chance,Government,486.0,Female,Less Chance,Not Selected
BCE,430.0,52.26,Less Chance,Private,430.0,Male,Less Chance,Not Selected
OC,491.0,59.57,Less Chance,Government,497.0,Female,Less Chance,Not Selected
BCB,568.0,69.15,Moderate Chance,Government,572.0,Male,Moderate Chance,Not Selected
BCA,528.0,64.21,Moderate Chance,Government,532.0,Male,Less Chance,Not Selected
BCB,580.0,84.76,High Chance,Government,584.0,Male,High Chance,Selected
BCA,537.0,64.81,Moderate Chance,Private,537.0,Male,Less Chance,Not Selected
OC,408.0,49.38,Less Chance,Government,412.0,Male,Less Chance,Not Selected
BCB,452.0,54.65,Less Chance,Private,452.0,Male,Less Chance,Not Selected
BCA,528.0,64.45,Moderate Chance,Government,534.0,Female,Less Chance,Not Selected
SC,492.0,60.35,Moderate Chance,Private,494.0,Female,Less Chance,Not Selected
BCA,460.0,56.24,Less Chance,Government,466.0,Female,Less Chance,Not Selected
OC,446.0,54.18,Less Chance,Government,452.0,Female,Less Chance,Not Selected
BCB,476.0,58.03,Less Chance,Government,480.0,Male,Less Chance,Not Selected
BCB,410.0,50.05,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCA,413.0,50.09,Less Chance,Private,415.0,Female,Less Chance,Not Selected
BCE,594.0,100.0,High Chance,Government,600.0,Female,High Chance,Selected
BCD,516.0,62.78,Moderate Chance,Government,522.0,Female,Less Chance,Not Selected
OC,538.0,64.97,Moderate Chance,Government,542.0,Male,Less Chance,Not Selected
BCA,405.0,48.88,Less Chance,Private,405.0,Male,Less Chance,Not Selected
BCA,435.0,53.22,Less Chance,Government,441.0,Female,Less Chance,Not Selected
OC,433.0,52.38,Less Chance,Government,437.0,Male,Less Chance,Not Selected
BCB,405.0,49.45,Less Chance,Government,409.0,Male,Less Chance,Not Selected
BCB,404.0,49.57,Less Chance,Government,410.0,Female,Less Chance,Not Selected
BCA,581.0,83.0,High Chance,Private,583.0,Female,High Chance,Selected
SC,591.0,96.3,High Chance,Government,595.0,Male,High Chance,Selected
OC,554.0,67.12,Moderate Chance,Government,560.0,Female,Moderate Chance,Not Selected
ST,529.0,66.62,Moderate Chance,Government,533.0,Male,Less Chance,Not Selected
BCE,413.0,50.68,Less Chance,Government,417.0,Male,Less Chance,Not Selected
BCB,595.0,100.95,High Chance,Government,601.0,Female,High Chance,Selected
SC,483.0,59.74,Less Chance,Government,489.0,Female,Less Chance,Not Selected
OC,593.0,96.25,High Chance,Government,597.0,Male,High Chance,Selected
BCB,473.0,57.18,Less Chance,Private,473.0,Male,Less Chance,Not Selected
BCA,488.0,59.38,Less Chance,Government,492.0,Male,Less Chance,Not Selected
EWS,493.0,60.22,Less Chance,Government,499.0,Female,Less Chance,Not Selected
BCA,560.0,67.59,Moderate Chance,Private,560.0,Male,Moderate Chance,Not Selected
BCB,543.0,66.13,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
SC,464.0,57.17,Less Chance,Government,468.0,Male,Less Chance,Not Selected
BCA,427.0,51.53,Less Chance,Private,427.0,Male,Less Chance,Not Selected
BCB,471.0,57.67,Less Chance,Government,477.0,Female,Less Chance,Not Selected
EWS,543.0,65.53,Moderate Chance,Private,543.0,Male,Less Chance,Not Selected
BCA,592.0,94.0,High Chance,Private,594.0,Female,High Chance,Selected
BCB,424.0,51.74,Less Chance,Government,428.0,Male,Less Chance,Not Selected
BCB,450.0,55.13,Less Chance,Government,456.0,Female,Less Chance,Not Selected
BCE,448.0,55.17,Less Chance,Government,454.0,Female,Less Chance,Not Selected
BCB,474.0,57.79,Less Chance,Government,478.0,Male,Less Chance,Not Selected
EWS,423.0,51.78,Less Chance,Government,429.0,Female,Less Chance,Not Selected
BCB,459.0,56.22,Less Chance,Government,465.0,Female,Less Chance,Not Selected
BCE,435.0,53.35,Less Chance,Government,439.0,Male,Less Chance,Not Selected
BCA,530.0,64.69,Moderate Chance,Government,536.0,Female,Less Chance,Not Selected
BCE,558.0,68.54,Moderate Chance,Government,564.0,Female,Moderate Chance,Not Selected
BCD,535.0,64.35,Moderate Chance,Private,535.0,Male,Less Chance,Not Selected
BCE,556.0,68.3,Moderate Chance,Government,562.0,Female,Moderate Chance,Not Selected
SC,437.0,54.12,Less Chance,Government,443.0,Female,Less Chance,Not Selected
SC,532.0,65.48,Moderate Chance,Government,536.0,Male,Less Chance,Not Selected
BCD,515.0,62.66,Moderate Chance,Government,521.0,Female,Less Chance,Not Selected
BCD,452.0,54.85,Less Chance,Government,456.0,Male,Less Chance,Not Selected
EWS,552.0,67.1,Moderate Chance,Government,556.0,Male,Moderate Chance,Not Selected
BCD,588.0,93.33,High Chance,Government,594.0,Female,High Chance,Selected
EWS,580.0,86.0,High Chance,Government,586.0,Female,High Chance,Selected
EWS,412.0,50.45,Less Chance,Government,418.0,Female,Less Chance,Not Selected
EWS,438.0,53.1,Less Chance,Private,440.0,Female,Less Chance,Not Selected
BCC,459.0,57.51,Less Chance,Government,465.0,Female,Less Chance,Not Selected
BCE,567.0,69.64,Moderate Chance,Government,573.0,Female,Moderate Chance,Not Selected
SC,596.0,100.0,High Chance,Government,600.0,Male,High Chance,Selected
BCE,560.0,68.54,Moderate Chance,Government,564.0,Male,Moderate Chance,Not Selected
SC,550.0,67.68,Moderate Chance,Government,554.0,Male,Moderate Chance,Not Selected
BCE,553.0,67.69,Moderate Chance,Government,557.0,Male,Moderate Chance,Not Selected
SC,469.0,57.78,Less Chance,Government,473.0,Male,Less Chance,Not Selected
SC,515.0,63.4,Moderate Chance,Government,519.0,Male,Less Chance,Not Selected
SC,455.0,56.07,Less Chance,Government,459.0,Male,Less Chance,Not Selected
ST,471.0,59.38,Less Chance,Government,475.0,Male,Less Chance,Not Selected
BCE,476.0,58.09,Less Chance,Private,478.0,Female,Less Chance,Not Selected
SC,553.0,68.29,Moderate Chance,Government,559.0,Female,Moderate Chance,Not Selected
ST,448.0,56.0,Less Chance,Private,448.0,Male,Less Chance,Not Selected
BCE,489.0,60.16,Less Chance,Government,495.0,Female,Less Chance,Not Selected
ST,590.0,98.0,High Chance,Government,596.0,Female,High Chance,Selected
SC,430.0,53.02,Less Chance,Government,434.0,Male,Less Chance,Not Selected
ST,406.0,51.0,Less Chance,Private,408.0,Female,Less Chance,Not Selected
BCE,537.0,65.75,Moderate Chance,Government,541.0,Male,Less Chance,Not Selected
SC,589.0,93.33,High Chance,Private,591.0,Female,High Chance,Selected
SC,553.0,68.29,Moderate Chance,Government,559.0,Female,Moderate Chance,Not Selected
SC,421.0,51.68,Less Chance,Private,423.0,Female,Less Chance,Not Selected
SC,484.0,59.86,Less Chance,Government,490.0,Female,Less Chance,Not Selected
BCE,420.0,51.53,Less Chance,Government,424.0,Male,Less Chance,Not Selected
SC,418.0,51.8,Less Chance,Government,424.0,Female,Less Chance,Not Selected
SC,512.0,63.04,Moderate Chance,Government,516.0,Male,Less Chance,Not Selected
BCE,412.0,50.56,Less Chance,Government,416.0,Male,Less Chance,Not Selected
SC,401.0,49.23,Less Chance,Private,403.0,Female,Less Chance,Not Selected
SC,479.0,59.01,Less Chance,Government,483.0,Male,Less Chance,Not Selected
SC,548.0,67.19,Moderate Chance,Private,550.0,Female,Moderate Chance,Not Selected
SC,552.0,67.43,Moderate Chance,Private,552.0,Male,Moderate Chance,Not Selected
SC,593.0,99.26,High Chance,Government,599.0,Female,High Chance,Selected
SC,592.0,95.56,High Chance,Private,594.0,Female,High Chance,Selected
SC,532.0,65.24,Moderate Chance,Private,534.0,Female,Less Chance,Not Selected
SC,564.0,69.39,Moderate Chance,Government,568.0,Male,Moderate Chance,Not Selected
SC,523.0,64.38,Moderate Chance,Government,527.0,Male,Less Chance,Not Selected
SC,584.0,92.59,High Chance,Government,590.0,Female,High Chance,Selected
SC,560.0,69.14,Moderate Chance,Government,566.0,Female,Moderate Chance,Not Selected
SC,416.0,51.55,Less Chance,Government,422.0,Female,Less Chance,Not Selected
SC,546.0,67.43,Moderate Chance,Government,552.0,Female,Moderate Chance,Not Selected
SC,574.0,85.19,High Chance,Government,580.0,Female,High Chance,Selected
SC,497.0,61.45,Moderate Chance,Government,503.0,Female,Less Chance,Not Selected
SC,467.0,57.78,Less Chance,Government,473.0,Female,Less Chance,Not Selected
SC,445.0,55.1,Less Chance,Government,451.0,Female,Less Chance,Not Selected
SC,556.0,68.41,Moderate Chance,Government,560.0,Male,Moderate Chance,Not Selected
SC,451.0,55.58,Less Chance,Government,455.0,Male,Less Chance,Not Selected
SC,541.0,66.34,Moderate Chance,Private,543.0,Female,Less Chance,Not Selected
ST,568.0,87.0,High Chance,Government,574.0,Female,High Chance,Selected
SC,588.0,95.56,High Chance,Government,594.0,Female,High Chance,Selected
SC,490.0,60.59,Less Chance,Government,496.0,Female,Less Chance,Not Selected
SC,434.0,53.51,Less Chance,Government,438.0,Male,Less Chance,Not Selected
SC,419.0,51.68,Less Chance,Government,423.0,Male,Less Chance,Not Selected
SC,465.0,57.29,Less Chance,Government,469.0,Male,Less Chance,Not Selected
SC,568.0,69.39,Moderate Chance,Private,568.0,Male,Moderate Chance,Not Selected
SC,495.0,61.2,Moderate Chance,Government,501.0,Female,Less Chance,Not Selected
SC,411.0,50.94,Less Chance,Government,417.0,Female,Less Chance,Not Selected
ST,403.0,50.88,Less Chance,Government,407.0,Male,Less Chance,Not Selected
SC,495.0,60.72,Moderate Chance,Private,497.0,Female,Less Chance,Not Selected
SC,527.0,64.87,Moderate Chance,Government,531.0,Male,Less Chance,Not Selected
SC,482.0,59.37,Less Chance,Government,486.0,Male,Less Chance,Not Selected
SC,413.0,51.19,Less Chance,Government,419.0,Female,Less Chance,Not Selected
ST,503.0,63.62,Moderate Chance,Government,509.0,Female,Less Chance,Not Selected
SC,504.0,62.06,Moderate Chance,Government,508.0,Male,Less Chance,Not Selected
SC,407.0,50.21,Less Chance,Government,411.0,Male,Less Chance,Not Selected
SC,432.0,53.51,Less Chance,Government,438.0,Female,Less Chance,Not Selected
SC,402.0,49.84,Less Chance,Government,408.0,Female,Less Chance,Not Selected
ST,536.0,67.75,Moderate Chance,Government,542.0,Female,Moderate Chance,Not Selected
ST,475.0,59.88,Less Chance,Government,479.0,Male,Less Chance,Not Selected
ST,403.0,51.12,Less Chance,Government,409.0,Female,Less Chance,Not Selected
ST,456.0,57.75,Less Chance,Government,462.0,Female,Less Chance,Not Selected
ST,588.0,97.0,High Chance,Government,594.0,Female,High Chance,Selected
ST,452.0,56.75,Less Chance,Private,454.0,Female,Less Chance,Not Selected
BCC,556.0,69.26,Moderate Chance,Government,560.0,Male,Moderate Chance,Not Selected
ST,560.0,82.0,High Chance,Government,564.0,Male,High Chance,Selected
BCC,508.0,63.57,Moderate Chance,Government,514.0,Female,Less Chance,Not Selected
ST,577.0,88.5,High Chance,Private,577.0,Male,High Chance,Selected
BCC,594.0,100.0,High Chance,Government,600.0,Female,High Chance,Selected
ST,450.0,56.75,Less Chance,Government,454.0,Male,Less Chance,Not Selected
ST,505.0,63.88,Moderate Chance,Government,511.0,Female,Less Chance,Not Selected
ST,448.0,56.5,Less Chance,Government,452.0,Male,Less Chance,Not Selected
ST,543.0,68.62,Moderate Chance,Government,549.0,Female,Moderate Chance,Not Selected
ST,457.0,57.88,Less Chance,Government,463.0,Female,Less Chance,Not Selected
ST,469.0,59.12,Less Chance,Government,473.0,Male,Less Chance,Not Selected
ST,418.0,53.0,Less Chance,Government,424.0,Female,Less Chance,Not Selected
BCC,484.0,60.35,Less Chance,Government,488.0,Male,Less Chance,Not Selected
BCD,427.0,51.84,Less Chance,Government,431.0,Male,Less Chance,Not Selected
BCB,492.0,60.21,Less Chance,Government,498.0,Female,Less Chance,Not Selected
BCB,597.0,99.05,High Chance,Private,599.0,Female,High Chance,Selected
EWS,511.0,62.4,Moderate Chance,Government,517.0,Female,Less Chance,Not Selected
SC,473.0,58.52,Less Chance,Government,479.0,Female,Less Chance,Not Selected
BCD,477.0,57.85,Less Chance,Government,481.0,Male,Less Chance,Not Selected
BCB,406.0,49.57,Less Chance,Government,410.0,Male,Less Chance,Not Selected
OC,549.0,66.28,Moderate Chance,Government,553.0,Male,Less Chance,Not Selected
BCD,501.0,60.74,Moderate Chance,Government,505.0,Male,Less Chance,Not Selected
OC,424.0,51.3,Less Chance,Government,428.0,Male,Less Chance,Not Selected
BCD,549.0,66.51,Moderate Chance,Government,553.0,Male,Less Chance,Not Selected
BCD,454.0,55.33,Less Chance,Government,460.0,Female,Less Chance,Not Selected
BCD,416.0,50.52,Less Chance,Government,420.0,Male,Less Chance,Not Selected
BCD,531.0,64.35,Moderate Chance,Government,535.0,Male,Less Chance,Not Selected
BCD,493.0,59.78,Less Chance,Government,497.0,Male,Less Chance,Not Selected
BCD,551.0,66.99,Moderate Chance,Government,557.0,Female,Less Chance,Not Selected
BCD,554.0,67.35,Moderate Chance,Government,560.0,Female,Moderate Chance,Not Selected
BCD,476.0,57.73,Less Chance,Government,480.0,Male,Less Chance,Not Selected
BCD,566.0,68.56,Moderate Chance,Government,570.0,Male,Moderate Chance,Not Selected
BCD,478.0,57.97,Less Chance,Government,482.0,Male,Less Chance,Not Selected
EWS,559.0,67.95,Moderate Chance,Government,563.0,Male,Moderate Chance,Not Selected
BCD,562.0,68.08,Moderate Chance,Government,566.0,Male,Moderate Chance,Not Selected
BCD,576.0,80.0,Moderate Chance,Government,582.0,Female,High Chance,Selected
BCD,597.0,103.33,High Chance,Government,603.0,Female,High Chance,Selected
BCB,440.0,53.92,Less Chance,Government,446.0,Female,Less Chance,Not Selected
BCD,434.0,52.92,Less Chance,Government,440.0,Female,Less Chance,Not Selected
BCD,534.0,64.95,Moderate Chance,Government,540.0,Female,Less Chance,Not Selected
BCD,542.0,65.19,Moderate Chance,Private,542.0,Male,Less Chance,Not Selected
BCD,517.0,62.42,Moderate Chance,Private,519.0,Female,Less Chance,Not Selected
BCD,411.0,49.91,Less Chance,Government,415.0,Male,Less Chance,Not Selected
BCD,480.0,58.45,Less Chance,Government,486.0,Female,Less Chance,Not Selected
OC,535.0,64.85,Moderate Chance,Government,541.0,Female,Less Chance,Not Selected
BCD,420.0,51.0,Less Chance,Government,424.0,Male,Less Chance,Not Selected
BCD,403.0,49.19,Less Chance,Government,409.0,Female,Less Chance,Not Selected
BCD,586.0,88.89,High Chance,Government,590.0,Male,High Chance,Selected
ST,531.0,66.88,Moderate Chance,Government,535.0,Male,Less Chance,Not Selected
BCB,403.0,48.96,Less Chance,Private,405.0,Female,Less Chance,Not Selected
BCD,470.0,56.53,Less Chance,Private,470.0,Male,Less Chance,Not Selected
BCD,531.0,64.59,Moderate Chance,Government,537.0,Female,Less Chance,Not Selected
BCD,576.0,69.28,Moderate Chance,Private,576.0,Male,Moderate Chance,Not Selected
BCD,462.0,55.81,Less Chance,Private,464.0,Female,Less Chance,Not Selected
OC,543.0,65.57,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
BCD,471.0,57.13,Less Chance,Government,475.0,Male,Less Chance,Not Selected
BCD,401.0,48.95,Less Chance,Government,407.0,Female,Less Chance,Not Selected
BCD,448.0,53.88,Less Chance,Private,448.0,Male,Less Chance,Not Selected
BCD,582.0,84.44,High Chance,Government,586.0,Male,High Chance,Selected
BCD,499.0,60.5,Moderate Chance,Government,503.0,Male,Less Chance,Not Selected
